0.015854
0.61508
1.3421
2.2106
3.2305
4.4071
5.7397
7.2221
8.843
10.587
12.438
14.376
16.386
18.451
20.558
22.696
24.856
27.031
29.217
31.408
33.604
35.802
38.001
40.2
42.4
44.6
46.8
49
51.2
53.4
55.6
57.8
60
62.2
64.4
66.6
68.799
70.998
73.196
75.392
77.583
79.769
81.944
84.104
86.242
88.349
90.414
92.424
94.362
96.213
97.957
99.578
101.06
102.39
103.57
104.59
105.46
106.18
106.78
